household_id,monthly_electricity_consumption_kwh,household_income,household_size,urban_or_rural,appliance_count,renewable_energy_access,electricity_dependency_score
HH_02490,251.8,78644,6,Urban,6,Yes,7.15
HH_02491,231.5,26551,4,Rural,4,No,7.68
HH_02492,188.7,52850,3,Urban,1,No,6.31
HH_02493,278.8,50354,6,Urban,4,No,7.65
HH_02494,249.0,7863,6,Rural,1,No,9.91
HH_02495,157.3,10640,3,Rural,1,No,9.8
HH_02496,196.6,30949,5,Urban,3,No,7.58
HH_02497,200.7,22642,4,Urban,1,No,7.35
HH_02498,216.7,18478,6,Urban,1,No,8.56
HH_02499,168.4,5853,3,Rural,1,Yes,8.73
HH_02500,147.3,15602,4,Urban,1,Yes,7.78
HH_02501,72.6,30007,5,Urban,2,Yes,6.98
HH_02502,127.7,17265,3,Rural,1,No,8.65
HH_02503,200.3,11184,5,Rural,2,Yes,8.95
HH_02504,189.2,18872,4,Rural,2,No,8.59
HH_02505,205.0,26978,6,Urban,1,Yes,7.97
HH_02506,254.1,67335,5,Urban,6,Yes,5.61
HH_02507,236.5,16336,1,Rural,1,No,9.57
HH_02508,150.1,27335,1,Rural,2,Yes,8.52
HH_02509,195.8,39538,7,Urban,5,No,7.33
HH_02510,153.2,15091,5,Urban,1,No,7.61
HH_02511,217.5,33147,4,Urban,1,No,7.02
HH_02512,223.3,16676,7,Urban,2,Yes,8.69
HH_02513,221.7,32801,5,Urban,2,No,7.13
HH_02514,152.9,22382,1,Urban,2,No,8.18
HH_02515,204.9,44014,4,Urban,4,Yes,7.79
HH_02516,136.2,8044,2,Rural,2,No,9.16
HH_02517,149.8,35310,2,Urban,2,Yes,6.37
HH_02518,207.5,49343,6,Urban,3,No,6.42
HH_02519,261.4,60334,2,Urban,6,Yes,7.94
HH_02520,185.9,22128,3,Urban,1,No,8.01
HH_02521,269.5,35374,5,Urban,3,No,7.49
HH_02522,230.0,39088,7,Urban,4,Yes,6.86
HH_02523,273.2,88555,6,Urban,6,Yes,7.79
HH_02524,183.2,14390,6,Urban,1,No,7.07
HH_02525,154.6,10419,2,Rural,1,No,9.45
HH_02526,376.2,188297,3,Urban,16,Yes,4.99
HH_02527,170.7,15279,4,Rural,1,No,8.2
HH_02528,259.0,5787,7,Rural,1,No,8.81
HH_02529,178.6,12690,6,Rural,1,Yes,8.93
HH_02530,156.7,6646,2,Urban,1,No,8.59
HH_02531,190.0,40443,6,Urban,4,No,6.93
HH_02532,265.6,56895,9,Urban,5,Yes,5.84
HH_02533,130.3,10416,3,Rural,1,No,8.11
HH_02534,189.1,26388,5,Urban,2,No,6.93
HH_02535,183.5,31329,2,Rural,5,Yes,7.76
HH_02536,135.6,12246,2,Urban,1,No,8.41
HH_02537,174.1,8145,4,Rural,1,No,10.0
HH_02538,177.6,30522,2,Urban,1,No,7.47
HH_02539,182.3,22285,2,Urban,3,Yes,7.41
HH_02540,196.1,29342,3,Urban,3,Yes,8.08
HH_02541,196.7,16396,4,Urban,1,No,8.28
HH_02542,172.3,39802,4,Urban,3,No,6.51
HH_02543,104.6,32002,2,Urban,2,No,6.76
HH_02544,162.0,48660,1,Urban,4,No,7.7
HH_02545,224.6,39471,6,Urban,4,No,7.52
HH_02546,210.4,39621,3,Urban,4,Yes,7.79
HH_02547,223.5,7557,5,Rural,2,No,8.67
HH_02548,172.2,47035,2,Urban,3,No,6.56
HH_02549,182.2,28698,1,Urban,1,Yes,7.87
HH_02550,212.8,31670,1,Urban,5,Yes,6.9
HH_02551,209.9,65647,7,Urban,6,Yes,5.61
HH_02552,145.3,22730,7,Urban,3,Yes,7.07
HH_02553,213.0,78732,3,Urban,7,Yes,6.42
HH_02554,208.1,42822,3,Rural,2,Yes,10.0
HH_02555,207.6,54982,1,Urban,5,No,6.35
HH_02556,162.7,9994,1,Rural,1,No,9.29
HH_02557,203.5,9426,5,Urban,1,Yes,9.49
HH_02558,269.9,66863,2,Urban,7,No,5.93
HH_02559,237.1,37419,6,Urban,4,Yes,7.87
HH_02560,185.0,22381,3,Urban,2,No,7.05
HH_02561,304.4,70773,2,Urban,8,No,7.05
HH_02562,126.7,10734,2,Rural,1,No,10.0
HH_02563,247.3,13955,4,Rural,1,No,9.9
HH_02564,121.9,47955,2,Urban,4,No,7.27
HH_02565,187.5,17942,6,Urban,3,Yes,6.93
HH_02566,168.0,32774,4,Urban,2,Yes,7.28
HH_02567,232.4,67277,6,Urban,8,Yes,6.34
HH_02568,198.5,39726,4,Urban,4,No,6.14
HH_02569,196.8,38047,4,Rural,3,No,7.13
HH_02570,216.3,35535,4,Rural,2,No,8.21
HH_02571,213.8,35162,3,Urban,3,No,7.36
HH_02572,220.8,8613,6,Urban,2,No,8.76
HH_02573,242.2,9271,7,Rural,1,No,8.76
HH_02574,230.9,28456,5,Rural,2,No,9.16
HH_02575,143.4,13807,3,Urban,1,No,6.41
HH_02576,184.2,28769,4,Urban,2,No,6.86
HH_02577,165.5,22053,6,Rural,1,No,7.16
HH_02578,197.2,43471,3,Rural,4,Yes,10.0
HH_02579,187.1,24787,4,Urban,1,No,7.73
HH_02580,153.3,12234,3,Rural,2,No,9.43
HH_02581,184.7,33915,4,Urban,2,Yes,7.83
HH_02582,128.1,22218,4,Rural,1,No,10.0
HH_02583,162.0,31906,3,Urban,1,No,7.09
HH_02584,186.6,65687,1,Urban,6,No,6.04
HH_02585,205.3,21668,2,Urban,2,Yes,9.23
HH_02586,206.8,37616,5,Urban,4,Yes,6.35
HH_02587,235.5,45717,4,Urban,5,Yes,8.23
HH_02588,203.2,27528,4,Urban,3,Yes,7.46
HH_02589,242.8,57926,6,Urban,6,Yes,7.31
HH_02590,178.8,38272,3,Urban,4,Yes,6.18
HH_02591,210.0,28895,4,Rural,3,No,10.0
HH_02592,189.7,20223,5,Rural,1,Yes,8.85
HH_02593,181.8,22560,6,Rural,1,Yes,8.55
HH_02594,182.7,23948,3,Urban,1,No,8.02
HH_02595,129.6,23971,4,Urban,2,No,7.07
HH_02596,187.8,37525,2,Rural,5,No,9.18
HH_02597,313.5,51246,7,Urban,6,Yes,6.08
HH_02598,169.9,18945,5,Urban,1,Yes,7.79
HH_02599,168.3,20063,4,Rural,2,No,8.67
HH_02600,192.4,4332,5,Rural,1,No,8.82
HH_02601,187.2,24803,2,Urban,2,No,6.82
HH_02602,212.7,32040,4,Rural,1,No,9.65
HH_02603,199.1,32468,5,Urban,4,No,7.15
HH_02604,187.8,19319,6,Rural,1,No,9.02
HH_02605,177.6,5728,5,Urban,1,No,8.26
HH_02606,212.6,27660,3,Urban,3,Yes,8.43
HH_02607,177.4,42875,2,Urban,3,Yes,6.5
HH_02608,196.0,46271,5,Urban,4,No,7.35
HH_02609,185.8,32065,3,Rural,3,No,8.21
HH_02610,239.9,30851,10,Urban,3,Yes,7.29
HH_02611,233.5,16296,3,Rural,1,No,10.0
HH_02612,158.7,8093,3,Rural,1,No,7.5
HH_02613,317.5,30958,7,Urban,3,No,6.72
HH_02614,164.7,8443,2,Rural,1,No,9.18
HH_02615,111.7,11549,2,Urban,1,No,8.12
HH_02616,241.2,18251,8,Urban,2,Yes,8.67
HH_02617,307.3,86535,5,Urban,9,No,5.09
HH_02618,187.3,15302,1,Rural,1,No,10.0
HH_02619,189.6,20538,1,Rural,2,No,9.57
HH_02620,176.5,13227,4,Rural,1,No,9.09
HH_02621,178.8,6147,5,Rural,1,No,8.24
HH_02622,119.1,31564,3,Rural,2,No,8.49
HH_02623,217.5,9507,5,Urban,1,No,8.67
HH_02624,186.7,12903,5,Rural,1,No,9.31
HH_02625,241.0,33871,3,Urban,4,No,7.26
HH_02626,152.1,40190,1,Urban,3,Yes,6.51
HH_02627,177.4,22634,4,Urban,1,No,8.2
HH_02628,195.4,11618,2,Urban,1,Yes,7.69
HH_02629,242.5,21643,6,Urban,2,No,7.44
HH_02630,212.6,22333,4,Urban,2,No,7.54
HH_02631,88.0,22009,1,Urban,1,Yes,7.11
HH_02632,203.0,62638,3,Urban,7,Yes,6.23
HH_02633,221.5,8690,3,Rural,3,No,8.15
HH_02634,179.6,41927,1,Urban,5,Yes,6.76
HH_02635,180.0,38487,3,Urban,3,No,5.88
HH_02636,290.9,62278,9,Urban,6,No,7.27
HH_02637,172.7,32312,2,Urban,2,Yes,6.9
HH_02638,208.1,56262,6,Urban,5,No,6.68
HH_02639,242.7,16232,5,Rural,2,No,9.2
HH_02640,198.8,45421,3,Urban,5,No,6.55
HH_02641,199.2,7305,4,Rural,1,Yes,8.45
HH_02642,163.1,3696,1,Rural,1,No,9.63
HH_02643,309.9,43898,5,Urban,5,Yes,8.73
HH_02644,214.8,23314,1,Rural,1,No,9.83
HH_02645,311.9,46555,7,Urban,4,Yes,8.2
HH_02646,252.0,13136,5,Rural,2,No,8.24
HH_02647,230.7,44000,3,Rural,5,No,8.57
HH_02648,148.2,13659,1,Rural,1,Yes,9.12
HH_02649,177.9,23170,4,Rural,2,No,10.0
HH_02650,193.9,25717,1,Rural,2,No,9.79
HH_02651,211.4,50481,2,Rural,4,No,8.47
HH_02652,152.3,28937,4,Urban,1,No,5.66
HH_02653,155.8,12163,4,Rural,1,No,8.37
HH_02654,198.8,7326,3,Rural,1,Yes,9.9
HH_02655,259.9,88833,5,Urban,8,No,6.14
HH_02656,171.6,23178,2,Rural,2,No,9.01
HH_02657,200.7,45933,3,Urban,3,Yes,7.68
HH_02658,451.5,227095,7,Urban,20,No,4.78
HH_02659,189.4,42537,7,Urban,4,Yes,6.62
HH_02660,154.4,16021,2,Urban,2,Yes,8.2
HH_02661,236.0,16003,5,Rural,2,No,10.0
HH_02662,191.7,19501,5,Urban,1,No,8.81
HH_02663,139.6,27600,4,Urban,3,Yes,7.09
HH_02664,186.6,27489,1,Urban,2,No,7.76
HH_02665,185.2,24609,5,Urban,1,Yes,8.17
HH_02666,206.1,7802,8,Rural,2,Yes,9.4
HH_02667,190.6,46799,2,Rural,4,Yes,8.47
HH_02668,196.7,41873,1,Urban,5,Yes,5.87
HH_02669,89.4,30571,1,Urban,2,Yes,6.77
HH_02670,227.2,55143,5,Urban,4,Yes,6.46
HH_02671,265.3,46431,8,Urban,4,Yes,6.17
HH_02672,234.3,41295,3,Urban,4,No,7.36
HH_02673,245.1,52791,1,Urban,5,Yes,7.75
HH_02674,220.6,37928,8,Urban,4,Yes,7.0
HH_02675,234.0,52325,5,Urban,4,No,5.3
HH_02676,242.4,54993,5,Urban,5,No,6.92
HH_02677,177.3,38589,4,Urban,3,Yes,7.54
HH_02678,211.0,15770,1,Rural,3,No,9.4
HH_02679,197.3,45087,1,Rural,3,No,8.12
HH_02680,193.0,26274,2,Urban,1,No,6.58
HH_02681,239.1,22763,5,Rural,1,No,9.82
HH_02682,199.1,23074,2,Rural,4,No,9.38
HH_02683,183.6,24279,1,Urban,3,Yes,7.04
HH_02684,163.2,21556,3,Urban,1,No,6.43
HH_02685,203.3,28304,3,Urban,3,Yes,7.68
HH_02686,165.5,13397,3,Rural,1,No,8.56
HH_02687,238.2,14591,5,Urban,1,Yes,8.06
HH_02688,188.6,12176,6,Rural,1,No,9.43
HH_02689,289.4,41061,5,Urban,4,No,8.94
HH_02690,242.2,74807,8,Urban,7,No,6.59
HH_02691,177.6,25103,3,Rural,1,No,10.0
HH_02692,190.4,7356,1,Urban,2,No,7.95
HH_02693,149.5,26447,2,Rural,2,No,8.51
HH_02694,159.4,12877,4,Rural,1,Yes,8.44
HH_02695,204.9,23622,5,Rural,1,No,8.39
HH_02696,144.4,34704,3,Urban,3,No,7.73
HH_02697,215.4,16034,3,Rural,1,No,9.33
HH_02698,221.9,32917,1,Urban,4,Yes,5.95
HH_02699,269.7,34532,4,Urban,4,Yes,8.21
HH_02700,245.5,40326,7,Rural,2,No,9.97
HH_02701,145.4,17788,2,Rural,1,No,7.72
HH_02702,237.2,67132,4,Urban,6,Yes,7.61
HH_02703,264.1,61515,6,Urban,5,No,8.25
HH_02704,205.9,26858,2,Rural,4,No,7.6
HH_02705,184.0,6161,5,Rural,1,Yes,9.04
HH_02706,318.4,68396,5,Urban,8,Yes,6.09
HH_02707,205.6,13675,6,Rural,1,No,10.0
HH_02708,274.2,53773,3,Urban,6,No,6.71
HH_02709,173.0,19527,4,Urban,1,No,7.3
HH_02710,186.6,17189,5,Urban,1,No,8.05
HH_02711,269.5,58921,4,Rural,5,No,9.7
HH_02712,226.3,19710,5,Urban,3,Yes,7.61
HH_02713,222.5,69617,1,Urban,7,Yes,6.38
HH_02714,199.0,37577,2,Urban,3,Yes,7.11
HH_02715,246.5,13989,6,Rural,2,No,9.79
HH_02716,225.0,34071,4,Urban,2,No,6.34
HH_02717,168.3,16033,3,Urban,1,No,7.72
HH_02718,166.1,17852,5,Rural,1,No,8.45
HH_02719,174.0,18278,4,Urban,3,Yes,6.73
HH_02720,265.6,27607,5,Urban,3,No,5.96
HH_02721,188.6,60978,5,Urban,6,No,6.5
HH_02722,145.3,20965,2,Rural,1,No,10.0
HH_02723,150.5,14382,1,Urban,2,No,6.17
HH_02724,204.4,58337,3,Urban,5,No,7.39
HH_02725,189.3,34851,2,Urban,2,No,6.87
HH_02726,219.3,13001,6,Rural,1,No,8.44
HH_02727,149.8,28173,1,Rural,1,No,9.28
HH_02728,233.0,31659,1,Urban,3,No,8.49
HH_02729,182.9,17390,4,Urban,3,Yes,8.9
HH_02730,176.4,54546,2,Rural,3,No,8.75
HH_02731,255.5,34638,5,Urban,3,No,7.33
HH_02732,149.1,33331,2,Urban,3,No,7.73
HH_02733,178.4,27447,1,Urban,1,Yes,9.5
HH_02734,297.9,71045,2,Urban,8,Yes,6.49
HH_02735,149.6,25544,6,Urban,3,Yes,8.46
HH_02736,181.9,13851,3,Urban,3,No,7.3
HH_02737,193.7,23292,2,Urban,2,Yes,6.93
HH_02738,228.1,77588,2,Urban,6,No,8.02
HH_02739,202.6,29655,2,Rural,3,No,8.98
HH_02740,216.1,30034,3,Urban,4,No,7.65
HH_02741,274.4,79782,5,Urban,7,No,7.0
HH_02742,161.7,28194,1,Rural,3,No,8.29
HH_02743,175.3,29826,2,Urban,1,No,7.13
HH_02744,213.8,16294,3,Rural,3,No,8.71
HH_02745,205.7,42646,5,Urban,5,Yes,7.51
HH_02746,195.2,10927,6,Rural,1,No,9.62
HH_02747,161.6,35094,5,Urban,3,No,6.9
HH_02748,231.2,42117,7,Urban,2,Yes,8.88
HH_02749,189.4,12719,4,Urban,1,Yes,7.77
HH_02750,208.8,31241,4,Urban,3,No,7.54
HH_02751,230.2,29180,6,Urban,2,No,8.57
HH_02752,204.1,33355,1,Rural,4,No,8.21
HH_02753,209.9,5951,4,Rural,1,Yes,9.0
HH_02754,217.6,27839,8,Urban,2,No,7.74
HH_02755,214.1,13481,4,Rural,2,No,8.1
HH_02756,160.9,32021,4,Rural,2,No,8.75
HH_02757,195.1,17535,9,Rural,1,Yes,10.0
HH_02758,267.6,52880,5,Rural,5,Yes,10.0
HH_02759,214.0,26781,2,Rural,2,Yes,9.75
HH_02760,187.4,27363,2,Urban,3,Yes,8.47
HH_02761,195.5,20783,2,Rural,1,No,9.54
HH_02762,171.4,14554,1,Rural,1,No,8.91
HH_02763,171.2,58614,5,Urban,4,No,8.27
HH_02764,228.5,15737,3,Urban,1,No,6.98
HH_02765,197.3,21351,7,Urban,3,Yes,8.41
HH_02766,163.5,23659,5,Rural,1,No,8.68
HH_02767,268.8,73025,2,Urban,7,No,6.33
HH_02768,227.3,4802,6,Rural,2,No,9.87
HH_02769,228.0,41060,7,Rural,3,No,10.0
HH_02770,197.9,16548,4,Rural,2,No,10.0
HH_02771,151.5,11302,4,Urban,1,No,8.09
HH_02772,152.2,2972,2,Rural,1,No,9.52
HH_02773,236.7,7190,6,Rural,1,No,10.0
HH_02774,189.9,34588,5,Urban,2,Yes,8.48
HH_02775,142.9,17302,4,Rural,1,No,7.8
HH_02776,219.1,51175,4,Urban,6,No,6.99
HH_02777,167.5,25170,5,Urban,1,Yes,6.72
HH_02778,141.7,18002,3,Urban,1,No,7.52
HH_02779,160.0,27316,3,Urban,2,Yes,6.52
HH_02780,188.7,35712,3,Urban,3,Yes,5.93
HH_02781,189.9,40197,4,Urban,4,Yes,6.23
HH_02782,150.0,21798,3,Urban,2,Yes,7.18
HH_02783,201.0,60112,1,Urban,6,Yes,7.39
HH_02784,214.1,24107,1,Urban,3,No,6.93
HH_02785,239.7,20770,5,Urban,1,Yes,6.95
HH_02786,200.4,12999,1,Rural,3,No,9.6
HH_02787,233.0,34304,5,Rural,2,No,9.13
HH_02788,209.8,32319,5,Urban,4,No,8.8
HH_02789,171.3,11865,3,Rural,1,No,10.0
HH_02790,216.4,61008,4,Urban,4,No,6.09
HH_02791,165.1,65106,6,Rural,4,No,7.8
HH_02792,252.2,39692,5,Urban,4,No,7.9
HH_02793,206.4,37738,4,Rural,4,Yes,8.13
HH_02794,150.2,33515,2,Rural,2,No,8.65
HH_02795,163.9,12515,1,Rural,1,No,7.93
HH_02796,217.6,35563,2,Urban,3,No,6.33
HH_02797,166.9,16213,3,Urban,1,Yes,8.73
HH_02798,180.7,30950,2,Urban,2,No,7.59
HH_02799,198.5,12362,4,Rural,1,No,8.79
HH_02800,176.9,14134,2,Rural,1,No,8.87
HH_02801,143.1,11478,1,Rural,1,No,10.0
HH_02802,195.3,29461,3,Urban,3,Yes,6.96
HH_02803,206.7,48167,2,Urban,4,Yes,7.52
HH_02804,135.4,32578,7,Urban,2,No,8.13
HH_02805,212.4,11435,4,Urban,1,Yes,8.97
HH_02806,144.2,22368,5,Urban,2,No,6.93
HH_02807,167.3,14065,4,Urban,1,Yes,6.65
HH_02808,233.1,20838,5,Rural,1,No,8.26
HH_02809,227.1,47339,4,Urban,5,Yes,7.74
HH_02810,183.3,40824,2,Urban,4,Yes,8.87
HH_02811,220.2,21821,7,Urban,1,Yes,8.24
HH_02812,225.2,20873,4,Rural,1,No,8.61
HH_02813,171.7,13575,5,Rural,1,No,10.0
HH_02814,98.5,17679,2,Urban,2,Yes,7.33
HH_02815,301.1,54625,4,Urban,8,No,6.36
HH_02816,233.7,57177,2,Urban,5,No,6.71
HH_02817,225.8,61848,5,Urban,4,No,6.43
HH_02818,112.2,24296,2,Urban,2,No,7.02
HH_02819,265.9,71020,2,Urban,7,Yes,7.7
HH_02820,231.7,13386,4,Rural,2,No,8.87
HH_02821,294.8,51803,4,Urban,6,No,5.81
HH_02822,177.1,13247,1,Rural,2,No,9.75
HH_02823,206.8,30598,5,Urban,3,No,6.7
HH_02824,119.5,4210,4,Rural,1,Yes,8.71
HH_02825,223.2,15017,2,Rural,2,Yes,9.81
HH_02826,227.3,19011,6,Rural,1,No,8.6
HH_02827,203.7,27366,5,Urban,2,No,7.16
HH_02828,290.8,100389,1,Urban,9,Yes,6.22
HH_02829,188.8,8961,7,Rural,1,No,9.13
HH_02830,195.0,12835,4,Rural,2,Yes,8.95
HH_02831,188.4,20336,7,Urban,2,Yes,5.78
HH_02832,196.3,24955,3,Urban,1,Yes,7.43
HH_02833,301.9,64987,4,Urban,7,No,8.13
HH_02834,227.8,43693,2,Rural,4,Yes,9.23
HH_02835,218.1,11821,5,Rural,2,Yes,9.01
HH_02836,200.4,22681,3,Urban,2,Yes,7.99
HH_02837,145.0,17480,1,Urban,1,No,8.21
HH_02838,311.4,76640,7,Urban,7,No,5.95
HH_02839,221.2,68576,4,Urban,5,Yes,7.78
HH_02840,200.4,32843,4,Urban,2,Yes,7.55
HH_02841,162.4,7788,3,Rural,1,No,9.13
HH_02842,207.4,15980,3,Urban,1,Yes,9.0
HH_02843,218.6,38773,5,Urban,5,No,5.66
HH_02844,265.9,48664,4,Urban,4,No,6.19
HH_02845,192.7,10131,6,Urban,1,Yes,8.35
HH_02846,251.5,28863,6,Urban,3,No,8.04
HH_02847,283.6,92418,7,Urban,8,Yes,7.65
HH_02848,143.4,30717,2,Urban,2,Yes,5.66
HH_02849,234.8,43998,4,Rural,4,No,9.41
HH_02850,220.3,51664,3,Urban,5,No,6.08
HH_02851,138.9,18261,2,Urban,1,Yes,8.03
HH_02852,138.3,29363,2,Urban,1,Yes,7.44
HH_02853,213.7,16662,4,Rural,2,No,9.9
HH_02854,167.7,19763,2,Urban,1,Yes,7.47
HH_02855,179.9,10058,2,Rural,1,No,10.0
HH_02856,217.1,44453,4,Rural,4,No,8.05
HH_02857,157.0,10013,3,Rural,2,Yes,9.28
HH_02858,248.6,66847,3,Urban,6,No,6.96
HH_02859,222.3,13852,4,Rural,1,No,10.0
HH_02860,245.4,34465,7,Urban,2,Yes,8.06
HH_02861,243.4,49031,7,Urban,4,No,7.29
HH_02862,182.8,24439,5,Urban,2,Yes,8.09
HH_02863,188.2,49209,1,Urban,4,No,7.99
HH_02864,183.0,10252,4,Urban,1,No,8.14
HH_02865,219.1,45566,2,Urban,6,No,6.37
HH_02866,203.4,7958,10,Urban,1,Yes,8.38
HH_02867,144.9,30546,7,Urban,1,No,7.44
HH_02868,183.0,58433,1,Urban,5,No,6.67
HH_02869,156.9,26147,2,Rural,1,No,8.42
HH_02870,211.2,16059,5,Urban,2,No,8.19
HH_02871,197.9,17349,8,Urban,1,No,8.12
HH_02872,149.9,23153,3,Urban,1,Yes,6.84
HH_02873,202.5,39137,5,Urban,3,Yes,6.42
HH_02874,245.5,10341,5,Urban,1,No,9.35
HH_02875,233.8,34723,6,Urban,4,Yes,8.08
HH_02876,230.7,42190,8,Urban,6,No,7.32
HH_02877,172.2,29533,6,Urban,1,No,7.97
HH_02878,294.9,47968,6,Urban,5,No,6.77
HH_02879,265.5,40028,7,Urban,3,No,7.15
HH_02880,231.0,25288,4,Urban,3,Yes,7.58
HH_02881,211.9,10953,5,Urban,1,No,8.59
HH_02882,217.4,37916,3,Urban,4,No,6.2
HH_02883,142.3,19756,2,Urban,1,Yes,6.85
HH_02884,210.9,24738,3,Urban,3,No,6.59
HH_02885,255.7,46656,5,Urban,4,No,7.85
HH_02886,275.8,81920,2,Urban,8,Yes,6.45
HH_02887,175.7,34209,4,Urban,3,Yes,6.67
HH_02888,213.2,25098,3,Rural,4,Yes,8.89
HH_02889,150.2,14711,4,Urban,1,No,7.25
HH_02890,241.3,40555,5,Urban,4,Yes,6.14
HH_02891,211.3,33764,1,Urban,4,Yes,8.42
HH_02892,225.0,37634,2,Rural,4,No,8.72
HH_02893,232.2,25306,8,Urban,1,Yes,8.59
HH_02894,139.7,30276,3,Urban,3,Yes,6.31
HH_02895,246.6,33976,4,Rural,3,Yes,9.31
HH_02896,142.4,33119,2,Urban,2,Yes,6.26
HH_02897,191.5,9254,5,Rural,1,No,10.0
HH_02898,355.7,161794,3,Urban,18,No,3.68
HH_02899,174.7,18323,2,Urban,1,Yes,9.13
HH_02900,175.9,33667,3,Urban,2,Yes,7.39
HH_02901,179.2,43093,5,Urban,4,Yes,7.09
HH_02902,139.4,21135,4,Rural,1,Yes,9.61
HH_02903,195.9,31233,5,Urban,3,Yes,6.7
HH_02904,236.0,16111,6,Rural,1,Yes,9.86
HH_02905,246.1,30398,6,Urban,3,Yes,8.16
HH_02906,188.1,17917,2,Urban,1,No,7.71
HH_02907,265.4,65398,2,Rural,8,No,8.53
HH_02908,214.5,30672,5,Urban,3,Yes,9.01
HH_02909,196.4,25752,3,Rural,2,No,9.57
HH_02910,235.8,28632,6,Urban,3,Yes,6.87
HH_02911,268.0,14548,7,Rural,1,No,9.86
HH_02912,175.3,26631,1,Urban,4,Yes,7.11
HH_02913,160.9,13810,4,Urban,1,Yes,7.19
HH_02914,201.3,16346,3,Rural,2,No,9.64
HH_02915,193.2,27416,3,Urban,4,Yes,6.72
HH_02916,214.3,70687,3,Urban,6,No,6.77
HH_02917,207.7,17070,8,Urban,1,No,8.25
HH_02918,165.3,12731,3,Rural,1,No,10.0
HH_02919,199.4,20415,2,Urban,2,Yes,8.16
HH_02920,254.9,42772,5,Rural,3,No,7.57
HH_02921,171.3,10683,4,Rural,1,No,8.28
HH_02922,269.0,49044,3,Urban,4,No,8.51
HH_02923,217.5,62642,4,Urban,5,No,6.37
HH_02924,140.2,16489,2,Rural,1,No,8.01
HH_02925,171.0,15321,2,Urban,1,No,6.94
HH_02926,137.1,15438,2,Urban,1,No,8.38
HH_02927,221.3,30151,4,Rural,2,No,9.06
HH_02928,179.0,16428,3,Urban,1,No,8.24
HH_02929,186.8,44281,4,Urban,3,No,7.19
HH_02930,178.6,19278,2,Rural,3,Yes,8.29
HH_02931,157.7,43887,2,Urban,4,Yes,5.79
HH_02932,253.0,46446,4,Urban,5,No,6.51
HH_02933,175.9,19988,5,Urban,1,No,7.76
HH_02934,222.2,10024,8,Rural,1,No,8.39
HH_02935,216.8,27641,3,Rural,3,No,9.81
HH_02936,173.5,23992,4,Urban,2,Yes,6.79
HH_02937,172.6,6721,4,Urban,1,Yes,6.58
HH_02938,251.2,51655,5,Urban,5,No,7.08
HH_02939,207.1,18795,5,Urban,2,No,8.29
HH_02940,205.0,46322,4,Urban,3,No,8.37
HH_02941,176.2,41515,3,Rural,4,No,7.48
HH_02942,186.1,35353,3,Urban,3,No,8.52
HH_02943,184.5,32714,1,Rural,3,No,9.07
HH_02944,195.8,38383,4,Urban,3,No,6.83
HH_02945,241.9,90722,5,Urban,9,No,6.91
HH_02946,233.3,18505,4,Urban,3,No,8.77
HH_02947,213.0,34827,6,Urban,3,No,6.04
HH_02948,182.4,26957,6,Rural,1,No,8.69
HH_02949,141.4,16056,2,Rural,1,No,8.79
HH_02950,201.1,35934,6,Rural,2,No,9.37
HH_02951,176.3,27007,8,Urban,1,No,8.7
HH_02952,223.2,62302,3,Rural,5,No,8.44
HH_02953,319.7,125044,5,Urban,12,Yes,5.51
HH_02954,233.5,21319,2,Rural,3,No,9.49
HH_02955,224.7,48759,2,Urban,5,No,6.95
HH_02956,228.2,71546,2,Urban,5,Yes,4.98
HH_02957,181.6,17167,4,Urban,1,Yes,8.12
HH_02958,154.9,15929,4,Urban,1,Yes,8.52
HH_02959,261.4,74380,3,Urban,4,Yes,7.52
HH_02960,145.5,21216,1,Rural,1,No,8.21
HH_02961,146.8,15712,2,Rural,2,No,9.72
HH_02962,187.6,18120,2,Rural,1,No,10.0
HH_02963,124.3,8362,1,Urban,1,No,9.9
HH_02964,179.9,31218,3,Urban,2,Yes,7.84
HH_02965,206.7,22276,9,Urban,1,No,8.4
HH_02966,224.9,60715,1,Urban,6,No,6.12
HH_02967,244.2,63584,2,Urban,6,No,5.96
HH_02968,218.4,49469,3,Urban,5,No,7.91
HH_02969,193.9,44372,5,Urban,4,No,5.58
HH_02970,182.6,14252,2,Urban,1,Yes,7.89
HH_02971,201.6,49885,4,Urban,4,Yes,8.26
HH_02972,187.0,26259,3,Rural,1,No,9.61
HH_02973,260.6,73881,4,Urban,6,Yes,7.24
HH_02974,254.4,64154,5,Rural,7,Yes,8.31
HH_02975,186.6,12677,7,Urban,1,No,7.46
HH_02976,176.0,14257,1,Rural,1,Yes,10.0
HH_02977,228.9,11530,3,Rural,1,No,10.0
HH_02978,150.1,19962,1,Rural,2,No,9.84
HH_02979,200.6,18145,6,Rural,1,No,9.21
HH_02980,240.3,15641,4,Rural,2,No,8.77
HH_02981,270.1,64839,3,Urban,6,No,7.7
HH_02982,147.2,18074,2,Urban,1,No,7.45
HH_02983,194.3,18740,3,Urban,3,No,7.74
HH_02984,232.5,18931,9,Urban,1,No,8.17
HH_02985,202.2,28195,2,Urban,3,Yes,7.68
HH_02986,219.9,16746,3,Urban,1,No,8.96
HH_02987,216.4,33994,3,Urban,3,Yes,6.35
HH_02988,152.5,31691,3,Urban,3,Yes,7.5
HH_02989,126.5,21833,2,Urban,1,No,9.34
HH_02990,263.3,59122,6,Urban,7,No,7.66
HH_02991,122.9,17368,1,Rural,2,No,9.05
